//基本HPデータベース
//NV,SM,MG,AC,AL,MC,TF,KN,PR,WZ,BS,HT,AS,CR,MO,SA,RG,AM,BA,DC,SNV,TK,SG,SL,GS,NJ,MB,DE,DA,RK,WL,RA,AB,NC,GC,LG,SO,MI,WA,SR,GN,SC,ESNV,KG,OB,RB,SU,SJ,SP,DK,MT,SHC,AG,CD,WH,IG,BO,ABC,EM,IQ,TRB,TRV
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15321,8079,10987,8599,13160,13850,13857,9280,10984,10984,11444,9459,13600,5280,13121,13121,14158,16725,15089,10748,15321,13160,13850,8079,8599,10987,13857,9459,13600,9280,11444,10984,10984
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15481,8181,11121,8678,13318,14016,14025,9340,11118,11118,11581,9546,13700,5330,13316,13316,14346,17010,15313,10847,15481,13318,14016,8181,8678,11121,14025,9546,13700,9340,11581,11118,11118
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15541,8284,11255,8757,13475,14182,14192,9450,11251,11251,11718,9633,13800,5380,13512,13512,14536,17295,15538,10946,15541,13475,14182,8284,8757,11255,14192,9633,13800,9450,11718,11251,11251
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15600,8386,11389,8836,13633,14349,14360,9570,11385,11385,11855,9720,13900,5430,13710,13710,14726,17580,15766,11045,15600,13633,14349,8386,8836,11389,14360,9720,13900,9570,11855,11385,11385
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15760,8489,11523,8915,13790,14515,14527,9680,11518,11518,11992,9807,14000,5480,13910,13910,14918,17865,15996,11143,15760,13790,14515,8489,8915,11523,14527,9807,14000,9680,11992,11518,11518
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15820,8591,11657,8994,13948,14681,14695,9798,11652,11652,12129,9894,14100,5530,14110,14110,15110,18150,16226,11242,15820,13948,14681,8591,8994,11657,14695,9894,14100,9798,12129,11652,11652
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15980,8730,11790,9115,14105,14830,14860,9915,11785,11785,12265,9980,14200,5580,14311,14311,15303,18450,16457,11393,15980,14105,14830,8730,9115,11790,14860,9980,14200,9915,12265,11785,11785
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16141,8891,11926,9276,14266,14966,15021,10036,11921,11921,12406,10141,14301,5630,14514,14514,15496,18750,16691,11595,16141,14266,14966,8891,9276,11926,15021,10141,14301,10036,12406,11921,11921
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16303,9053,12063,9438,14428,15103,15183,10158,12058,12058,12548,10303,14403,5680,14719,14719,15691,19050,16926,11797,16303,14428,15103,9053,9438,12063,15183,10303,14403,10158,12548,12058,12058
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16466,9216,12201,9601,14591,15241,15346,10281,12196,12196,12691,10466,14506,5730,14924,14924,15886,19350,17162,12001,16466,14591,15241,9216,9601,12201,15346,10466,14506,10281,12691,12196,12196
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16630,9380,12340,9765,14755,15380,15510,10405,12335,12335,12835,10630,14610,5780,15130,15130,16083,19650,17399,12206,16630,14755,15380,9380,9765,12340,15510,10630,14610,10405,12835,12335,12335
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16795,9545,12480,9930,14920,15520,15675,10530,12475,12475,12980,10795,14715,5830,15338,15338,16280,19965,17638,12412,16795,14920,15520,9545,9930,12480,15675,10795,14715,10530,12980,12475,12475
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16961,9711,12621,10096,15086,15661,15841,10656,12616,12616,13126,10961,14821,5880,15548,15548,16479,20280,17880,12620,16961,15086,15661,9711,10096,12621,15841,10961,14821,10656,13126,12616,12616
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17128,9878,12763,10263,15253,15803,16008,10783,12758,12758,13273,11128,14928,5930,15758,15758,16678,20595,18121,12828,17128,15253,15803,9878,10263,12763,16008,11128,14928,10783,13273,12758,12758
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17296,10046,12906,10431,15421,15946,16176,10911,12901,12901,13421,11296,15036,5980,15969,15969,16879,20910,18364,13038,17296,15421,15946,10046,10431,12906,16176,11296,15036,10911,13421,12901,12901
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17465,10215,13050,10600,15590,16090,16345,11040,13045,13045,13570,11465,15145,6030,16182,16182,17080,21225,18609,13250,17465,15590,16090,10215,10600,13050,16345,11465,15145,11040,13570,13045,13045
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17635,10385,13195,10770,15760,16235,16515,11170,13190,13190,13720,11635,15255,6080,16397,16397,17282,21555,18856,13462,17635,15760,16235,10385,10770,13195,16515,11635,15255,11170,13720,13190,13190
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17806,10556,13341,10941,15931,16381,16686,11301,13336,13336,13871,11806,15366,6130,16612,16612,17484,21885,19102,13676,17806,15931,16381,10556,10941,13341,16686,11806,15366,11301,13871,13336,13336
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17978,10728,13488,11113,16103,16528,16858,11433,13483,13483,14023,11978,15478,6180,16828,16828,17688,22215,19351,13891,17978,16103,16528,10728,11113,13488,16858,11978,15478,11433,14023,13483,13483
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18151,10901,13636,11286,16276,16676,17031,11566,13631,13631,14176,12151,15591,6230,17046,17046,17892,22545,19602,14107,18151,16276,16676,10901,11286,13636,17031,12151,15591,11566,14176,13631,13631
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18325,11075,13785,11460,16450,16825,17205,11700,13780,13780,14330,12325,15705,6280,17266,17266,18098,22875,19855,14325,18325,16450,16825,11075,11460,13785,17205,12325,15705,11700,14330,13780,13780
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18500,11250,13935,11635,16625,16975,17380,11835,13930,13930,14485,12500,15820,6330,17486,17486,18304,23220,20108,14543,18500,16625,16975,11250,11635,13935,17380,12500,15820,11835,14485,13930,13930
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18759,11610,14088,11949,16941,17196,17693,12072,14209,14209,14789,12800,16152,6380,17667,17667,18428,23298,20325,15002,18759,16941,17196,11610,11949,14088,17693,12800,16152,12072,14789,14209,14209
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19059,11900,14384,12272,17195,17368,17870,12398,14493,14493,15174,13133,16475,6430,18223,18223,18555,23376,20528,15456,19059,17195,17368,11900,12272,14384,17870,13133,16475,12398,15174,14493,14493
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19269,12222,14657,12628,17401,17628,18031,12770,14725,14725,15538,13461,16772,6480,18434,18434,18679,23456,20737,15772,19269,17401,17628,12222,12628,14657,18031,13461,16772,12770,15538,14725,14725
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19558,12564,14965,13006,17645,17857,18301,13140,14946,14946,15880,13757,17124,6530,18804,18804,18807,23692,21161,16096,19558,17645,17857,12564,13006,14965,18301,13757,17124,13140,15880,14946,14946
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19851,12865,15280,13345,17927,18072,18594,13455,15289,15289,16213,13991,17415,6580,19198,19198,19060,23930,21394,16591,19851,17927,18072,12865,13345,15280,18594,13991,17415,13455,16213,15289,15289
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20228,13251,15493,13718,18160,18361,18891,13724,15564,15564,16619,14271,17816,6630,19411,19411,19315,24010,21621,16932,20228,18160,18361,13251,13718,15493,18891,14271,17816,13724,16619,15564,15564
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20491,13556,15757,14034,18360,18563,19175,14095,15907,15907,16951,14642,18047,6680,19616,19616,19704,24170,22295,17456,20491,18360,18563,13556,14034,15757,19175,14642,18047,14095,16951,15907,15907
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20676,13990,16040,14427,18654,18897,19405,14490,16161,16161,17256,15008,18282,6730,19616,19616,19969,24331,22533,18002,20676,18654,18897,13990,14427,16040,19405,15008,18282,14490,17256,16161,16161
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20862,14382,16281,14831,18971,19237,19657,14895,16420,16420,17618,15353,18684,6780,19616,19616,20103,24576,23240,18551,20862,18971,19237,14382,14831,16281,19657,15353,18684,14895,17618,16420,16420
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21070,14755,16607,15246,19256,19449,20011,15312,16716,16716,17918,15752,18964,6830,20838,20838,20375,24740,23969,18947,21070,19256,19449,14755,15246,16607,20011,15752,18964,15312,17918,16716,16716
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21176,14915,16607,15512,19362,19449,20171,15472,16822,16822,18120,16125,19092,6880,20838,20838,20755,24871,24122,19147,21176,19362,19449,14915,15512,16607,20171,16125,19092,15472,18120,16822,16822
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21282,15075,16607,15778,19468,19449,20331,15632,16928,16928,18322,16498,19220,6930,20838,20838,21224,25002,24122,19347,21282,19468,19449,15075,15778,16607,20331,16498,19220,15632,18322,16928,16928
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21388,15235,16925,16044,19574,19449,20491,15792,17034,17034,18524,16871,19348,6980,20838,20838,21515,25133,24122,19547,21388,19574,19449,15235,16044,16925,20491,16871,19348,15792,18524,17034,17034
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21494,15395,16925,16310,19680,19449,20651,15952,17140,17140,18726,17244,19476,7030,20838,20838,21895,25264,24581,19747,21494,19680,19449,15395,16310,16925,20651,17244,19476,15952,18726,17140,17140
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21600,15555,16925,16576,19786,20249,20811,16112,17246,17246,18928,17617,19604,7080,20838,20838,22275,25264,24581,19947,21600,19786,20249,15555,16576,16925,20811,17617,19604,16112,18928,17246,17246
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21706,15715,16925,16842,19892,20249,20971,16272,17352,17352,19130,17990,19732,7130,20838,20838,22655,25264,24887,20147,21706,19892,20249,15715,16842,16925,20971,17990,19732,16272,19130,17352,17352
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21812,15875,16925,17108,19998,20569,21131,16432,17458,17458,19332,18363,19860,7180,20838,20838,23035,25264,24887,20347,21812,19998,20569,15875,17108,16925,21131,18363,19860,16432,19332,17458,17458
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21918,16034,16925,17374,20104,20569,21291,16592,17564,17564,19534,18736,19988,7230,22438,22438,23415,25264,24887,20547,21918,20104,20569,16034,17374,16925,21291,18736,19988,16592,19534,17564,17564
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22024,16195,16925,17640,20210,20889,21451,16752,17670,17670,19736,19109,20116,7280,22638,22638,23795,25919,24887,20747,22024,20210,20889,16195,17640,16925,21451,19109,20116,16752,19736,17670,17670
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22130,16355,16925,17906,20316,20889,21611,16912,17776,17776,19938,19482,20244,7330,22838,22838,24175,25919,24887,20947,22130,20316,20889,16355,17906,16925,21611,19482,20244,16912,19938,17776,17776
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22236,16515,16925,18172,20422,20889,21771,17072,17882,17882,20140,19855,20372,7380,23038,23038,24555,25919,24887,20947,22236,20422,20889,16515,18172,16925,21771,19855,20372,17072,20140,17882,17882
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22342,16675,16925,18438,20528,20889,21931,17232,17988,17988,20342,20228,20500,7430,23238,23238,24935,25919,24887,21347,22342,20528,20889,16675,18438,16925,21931,20228,20500,17232,20342,17988,17988
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22448,16835,17985,18704,20634,20889,22091,17392,18094,18094,20544,20601,20628,7480,23238,23238,25315,25919,24887,21347,22448,20634,20889,16835,18704,17985,22091,20601,20628,17392,20544,18094,18094
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22554,16995,18091,18970,20740,21689,22251,17552,18200,18200,20746,20974,20756,7530,23238,23238,25695,25919,24887,21747,22554,20740,21689,16995,18970,18091,22251,20974,20756,17552,20746,18200,18200
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22660,17155,18197,19236,20846,21849,22411,17712,18306,18306,20948,21347,20884,7580,23838,23838,26075,25919,26264,21947,22660,20846,21849,17155,19236,18197,22411,21347,20884,17712,20948,18306,18306
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22840,21012,22023,17292,19389,18342,22590,21517,21050,17853,21115,18452,18452
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23020,21178,22197,17429,19542,18487,22769,21687,21216,17994,21282,18598,18598
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23200,21344,22371,17566,19695,18632,22948,21857,21382,18135,21449,18744,18744
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23380,21510,22545,17703,19848,18777,23127,22027,21548,18276,21616,18890,18890
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23560,21676,22719,17840,20001,18922,23306,22197,21714,18417,21783,19036,19036
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23740,21842,22893,17977,20154,19067,23485,22367,21880,18558,21950,19182,19182
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23920,22008,23067,18114,20307,19212,23664,22537,22046,18699,22117,19328,19328
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24100,22174,23241,18251,20460,19357,23843,22707,22212,18840,22284,19474,19474
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24280,22340,23415,18388,20613,19502,24022,22877,22378,18981,22451,19620,19620
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24460,22506,23589,18525,20766,19647,24201,23047,22544,19122,22618,19766,19766
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24640,22672,23763,18662,20919,19792,24380,23217,22710,19263,22785,19912,19912
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24820,22838,23937,18799,21072,19937,24559,23387,22876,19404,22952,20058,20058
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25000,23004,24111,18936,21225,20082,24738,23557,23042,19545,23119,20204,20204
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25180,23170,24285,19073,21378,20227,24917,23727,23208,19686,23286,20350,20350
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25360,23336,24459,19210,21531,20372,25096,23897,23374,19827,23453,20496,20496
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25540,23502,24633,19347,21684,20517,25275,24067,23540,19968,23620,20642,20642
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25720,23668,24807,19484,21837,20662,25454,24237,23706,20109,23787,20788,20788
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25900,23834,24981,19621,21990,20807,25633,24407,23872,20250,23954,20934,20934
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26080,24000,25155,19758,22143,20952,25812,24577,24038,20391,24121,21080,21080
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26260,24166,25329,19895,22296,21097,25991,24747,24204,20532,24288,21226,21226
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26440,24332,25503,20032,22449,21242,26170,24917,24370,20673,24455,21372,21372
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26620,24498,25677,20169,22602,21387,26349,25087,24536,20814,24622,21518,21518
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26800,24664,25851,20306,22755,21532,26528,25257,24702,20955,24789,21664,21664
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26980,24830,26025,20443,22908,21677,26707,25427,24868,21096,24956,21810,21810
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27160,24996,26199,20580,23061,21822,26886,25597,25034,21237,25123,21956,21956
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27340,25162,26373,20717,23214,21967,27065,25767,25200,21378,25290,22102,22102
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27520,25328,26547,20854,23367,22112,27244,25937,25366,21519,25457,22248,22248
